0.05458909334987402,0.05667478508809034,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05458635897934437,0.05667301469865967,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05458452270179987,0.0566698428725495,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05458215354382992,0.056667627359137815,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05458018188178539,0.05666626876767944,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05457834471017122,0.0566654667784186,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05457638505101204,0.05666188971961246,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05457479777932167,0.056661775822148604,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05457284522801638,0.05665829716359868,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054571397222578526,0.05665898436132599,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054570010893046854,0.05665826097130775,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05456847984343767,0.05665759569581817,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054566992446780205,0.05665234059095383,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05456569506973028,0.0566528092938311,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.0545646663159132,0.056650587101193035,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05456338568776846,0.05664989306646235,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05456224861741066,0.05664960273048457,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05456114688515663,0.056647792677668965,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05456009247899055,0.056647075142930534,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054558971285820004,0.056645818852326446,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05455809535831213,0.056644566085408715,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.0545573002025485,0.05664420321583748,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05455642774701119,0.056643839250592624,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05455559697002173,0.056642317333642174,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05455483331531286,0.056642043651903375,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05455405331403017,0.05664143475539544,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054553459636867044,0.05664083094281309,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054552697136998174,0.05664010944611886,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05455221465229988,0.056638630216612536,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05455146005004644,0.05663795708733446,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05455092540383339,0.05663829406394678,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05455027814954519,0.0566372027379625,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054549866020679474,0.056636771945392385,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05454934564232826,0.05663642663289519,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05454883217811585,0.05663552273722256,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05454841098189354,0.05663563964998021,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05454797946661711,0.05663491292911417,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05454752758145332,0.056634690191815884,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05454712637513876,0.056633908099987924,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054546687453985214,0.05663377608446514,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054546423345804215,0.056633757650852205,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05454610297083855,0.05663353603552369,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05454571311175823,0.056632711589336394,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05454540335386991,0.05663297423545052,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05454517917335033,0.05663223437526647,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.11914095021784306,0.07721299144275048,0.0005,6,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.0686373131275177,0.06764610599069035,0.0005,6,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.063186549782753,0.06422172163339222,0.0005,6,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.06082011438161135,0.06252072725225898,0.0005,6,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.059579603254795076,0.061576028518817,0.0005,6,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05882408428192139,0.06092728077488787,0.0005,6,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05830695223063231,0.06049683067728492,0.0005,6,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05793687894195318,0.06017985141452621,0.0005,6,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05768519772589207,0.059968110042459825,0.0005,6,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05752869085967541,0.059797371003557656,0.0005,6,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.057353484131395814,0.059670075590119644,0.0005,6,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05721833958476782,0.059554505523513344,0.0005,6,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05712812724709511,0.05946023565881393,0.0005,6,2,100
